id,name,category,flavors,molecules_count,sample_molecules
217,Starfruit,Fruit,"acetone, acid, acidic, alcohol, alcoholic, aldehydic, almond, almond shell, amber, ammoniacal, angelica, animal, anise, aniseed, apple, apple peel, apple skin, apricot, balsam, balsamic, banana, banana peel, bay oil, beef, berry, bitter, bland, blossom, bready, brown, burnt, burnt sugar, butter, butterscotch, buttery, cabbage, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, cedar, cedarwood, celery, cheese, cheesy, chemical, cherry, chicken, chocolate, cinnamic, cinnamon, citral, citrus, civet, clean, clove, clover, cocoa, coconut, coffee, cognac, cooked potato, cool, cooling, coumarin, creamy, cresol, cultured dairy, curry, cut grass, cyclamen, decomposing cabbage, deep, dirty, dry, dusty, earthy, ether, ethereal, faint, fat, fatty, fecal, feet, fermented, fish, fishy, floral, flower, foliage, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, harsh, hawthorne, hay, hazelnut, herb, herbal, honey, honeysuckle, horseradish, hyacinth, intensely, iris, jam, jasmine, juicy, ketonic, lactonic, laundry, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, lime, linden, logenberry, magnolia, mahogany, malt, maple, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, naphthyl, natural, neroli, new mown hay, nutty, odorless, oil, oily, onion, orange, orange blossom, orange flower, orange peel, orris, ozone, paint, peach, peanut, pear, peely, pepper, peppermint, peppery, petal, phenolic, pine, pineapple, plum, potato, powdery, privet, prune, pungent, radish, rancid, raspberry, raw, red hots, resin, resinous, rhubarb, ripe, roasted, rose, rose dried, rose flower, rose water, rubber, rum, seaweed, sharp, shrimp, slightly waxy, smoky, soap, soapy, solvent, soup, sour, spearmint, spice, spicy, stinky, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, tarragon, terpene, thyme, tobacco, tomato, tonka, tropical, truffle, turpentine, tutti frutti, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, waxy, weedy, wet, whiskey, wild, wine, wine-lee, winey, wintergreen, wood, woody, ylang",190,"cis-3-Hexenyl hexanoate, Hexyl Hexanoate, coumarin, Daidzin, Isopropyl Hexanoate, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl 2-(methylamino)benzoate, Methyl Benzoate, Citral"
218,Tamarind,Fruit,"acetone, acid, acidic, acrylic, alcohol, alcoholic, aldehydic, alkane, almond, almond shell, ammoniacal, angelica, animal, anise, apple, baked, balsam, balsamic, banana, bay oil, beef, berry, bitter, bland, blueberry, bois de rose, bread, brown, burnt, burnt sugar, butter, butterscotch, buttery, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, citral, citric, citrus, civet, clean, clean clothes, clove, clover, cocoa, coconut, coffee, cooked potato, cool, cotton, cream, creamy, cultured dairy, curry, decomposing cabbage, deep, dirty, dry, dusty, earth, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fragrant, fresh, fried, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, harsh, hawthorn, hawthorne, hay, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jam, jasmine, lard, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, mandarin, maple, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mild, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, naphthyl, narcissus, natural, neroli, new mown hay, nutmeg, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, peach, peanut, pear, peely, peony, pepper, peppermint, peppery, petal, phenol, phenolic, pine, pineapple, plastic, plum, potato, powdery, powerful, prune, pungent, rancid, raspberry, red hots, resin, resinous, roast beef, roasted, roasted nut, roasted nuts, roquefort cheese, rose, rose dried, rose flower, rose water, rubber, rum, sassafrass, seaweed, sharp, shrimp, slightly waxy, smoke, smoky, soap, soapy, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, thyme, thymol, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, wax, waxy, weedy, wet, whiskey, wine, wine-lee, wintergreen, wood, woody",164,"coumarin, Methyl Benzoate, d-Piperitone, AC1L9CNW, 1-Methylnaphthalene, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin"
219,Woodapple,Fruit,"apple, apple skin, banana, citrus, ether, fresh, fruit, fruity, grape, green, herbal, juicy, marshmallow, oily, pineapple, ripe, smoky, sweet, tropical, woody",6,"Methyl Hexanoate, delta-Hexalactone, Methyl butyrate, Methyl 3-hydroxyhexanoate, Ethyl 3-hydroxybutyrate, Ethyl 3-hydroxyhexanoate"
220,Berry,Berry,"acid, alcoholic, aldehydic, almond, anise, baked, balsam, balsamic, banana, beany, bergamot, bitter, blueberry, bois de rose, bread, burnt, butter, cabbage, cananga, caramel, cheese, chemical, chicken, chocolate, cinnamon, cinnamyl, citrus, clean, clover, cocoa, coconut, coffee, coumarin, creamy, dusty, earthy, ether, ethereal, fat, fatty, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, gasoline, geranium, grapefruit, grass, green, green bean, hawthorne, herb, herbal, honey, horseradish, hyacinth, lavender, leafy, lemon, lettuce, lilac, lily, lime, linalool, malt, metal, metallic, mignonette, mint, mushroom, must, musty, nutty, odorless, oil, oily, onion, orange, orange peel, orris, peach, peanut, peely, peony, peppermint, peppery, phenol, phenolic, plastic, prune, pungent, radish, raw, resin, roquefort cheese, rose, rose dried, rose flower, rose water, rubber, soap, soapy, solvent, sour, spice, spicy, strawberry, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, terpene, terpineol, tobacco, tomato, tropical, vanilla, vegetable, violet, waxy, wet, whiskey, wild, wine, wintergreen, woody",39,"2-Furaldehyde, Perilla alcohol, 2-Methylbutyraldehyde, Methyl Benzoate, 2-Heptanone, 2-Methyl-1-propanol, 1-Octen-3-Ol, 2-Pentylfuran, 2-Phenylethanol, Hexanal"
221,Bilberry,Berry,"acetone, acid, acidic, alcohol, alcoholic, aldehydic, almond, amber, ammoniacal, angelica, animal, anise, apple, apple skin, apricot, balsam, balsamic, banana, banana peel, bean, beany, beef, berry, bitter, bland, blueberry, bois de rose, brown, burnt, burnt sugar, butter, butterscotch, buttery, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, cinnamyl, cistus, citral, citric, citrus, citrus peel, civet, clean, clove, clover, cocoa, coconut, coffee, cooked potato, cool, coriander, coumarin, cream, creamy, cumin, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, eucalyptus, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorne, hay, hazelnut, herb, herbal, honey, honeysuckle, horseradish, hyacinth, incense, intensely, jasmine, labdanum, laundry, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, medical, medicinal, medicine, melon, menthol, mentholic, metallic, mignonette, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, narcissus, natural, neroli, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, orchid, orris, ozone, paint, peach, peanut, pear, peely, peony, pepper, peppermint, peppery, petal, phenol, phenolic, pine, pineapple, plastic, plum, potato, powdery, privet, prune, pungent, putrid, rancid, raspberry, red hots, resin, resinous, roasted, roquefort cheese, rose, rose bud, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, sickening, smoke, soap, soapy, soft, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, thujone, thyme, tobacco, tomato, tonka, tropical, turpentine, tutti frutti, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, watercress, watery, wax, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",169,"coumarin, Thymol, Methyl Benzoate, Vanillic acid, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, (-)-Epigallocatechin"
222,Blackberry,Berry,"acetone, acetophenone, acidic, alcohol, alcoholic, aldehydic, almond, amber, ammoniacal, angelica, animal, anise, apple, apple skin, apricot, balsam, balsamic, banana, banana peel, beef, berry, bitter, bitter almond, bland, bready, brown, burnt, burnt sugar, butter, butterscotch, buttery, camphor, camphoraceous, cananga, candy, caramel, caraway, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, cinnamyl, citral, citrus, citrus peel, civet, clove, clover, cocoa, coconut, coffee, cooked potato, cool, coriander, coumarin, creamy, cumin, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, harsh, hawthorn, hawthorne, hay, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, incense, intensely, iris, jam, jasmine, ketonic, lactonic, laundry, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, mahogany, malt, maple, medical, medicinal, medicine, melon, menthol, mentholic, mesquite, metallic, mignonette, mild, mildew, mimosa, mint, minty, moldy, moss, mossy, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, natural, neroli, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pine, pineapple, plum, potato, powdery, privet, prune, pungent, rancid, raspberry, red hots, resin, resinous, roasted, rose, rose dried, rose flower, rose water, rubber, rum, seaweed, sharp, shrimp, smoky, soap, soapy, solvent, soup, sour, soy, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, tart, terpene, thyme, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, vinegar, violet, walnut, warm, watercress, wax, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",150,"coumarin, Thymol, Methyl Benzoate, 3-Hexanone, Octyl 2-furoate, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, methanethiol"
223,Blueberry,Berry,"acetone, acid, acidic, alcohol, alcoholic, aldehydic, almond, almond shell, ammoniacal, angelica, animal, anise, apple, apricot, balsam, balsamic, banana, bean, beany, beef, berry, bitter, bland, blueberry, bois de rose, brown, buchu, burnt, burnt sugar, butter, butterscotch, buttery, camphor, camphoraceous, cananga, candy, caramel, carnation, cedar, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, cinnamyl, citral, citric, citrus, civet, clean, clove, clover, cocoa, coconut, coffee, cognac, cooked potato, cool, creamy, dairy, decomposing cabbage, deep, dry, dusty, earthy, ether, ethereal, eucalyptus, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorne, hazelnut, heliotrope, herb, herbal, honey, honeysuckle, horseradish, hyacinth, intensely, iris, jam, jasmine, juicy, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, maple, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mignonette, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, narcissus, natural, neroli, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, orchid, orris, ozone, paint, peach, peanut, pear, peony, pepper, peppermint, peppery, petal, phenol, phenolic, pine, pineapple, plastic, plum, potato, powdery, prune, pungent, putrid, rancid, raspberry, red hots, resin, roasted, roquefort cheese, rose, rose bud, rose dried, rose flower, rose water, rubber, rum, seaweed, sharp, shrimp, sickening, smoke, smoky, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, tea, terpene, thyme, tobacco, tomato, tonka, tropical, turpentine, tutti frutti, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, wax, waxy, weedy, wet, whiskey, wine, wine-lee, wintergreen, wood, woody",152,"coumarin, Thymol, Methyl Benzoate, Vanillic acid, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, (-)-Epigallocatechin"
224,Cherry,Berry,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, anisic, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brandy, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, cucumber, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, plastic, potato, powdery, prune, pungent, rancid, raspberry, red hots, resin, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, smoky, soap, solvent, soup, sour, soy, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, terpene, thyme, tobacco, tomato, tonka, tropical, unripe banana, urine, vanilla, vegetable, very mild, vinegar, violet, walnut, warm, wax, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",114,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, Violet leaf aldehyde, 3-Hexanone, Geraniol, alpha-Maltose"
225,Bitter Cherry,Berry,"acacia, acetone, acidic, alcohol, alcoholic, aldehydic, almond, amber, ammoniacal, angelica, animal, anise, anisic, apple, apple peel, balsam, balsamic, banana, bay oil, bean, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coconut, coffee, cooked potato, cool, creamy, cut grass, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorn, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, mahogany, malt, medical, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, tea, thyme, tobacco, tomato, tonka, tropical, unripe banana, unripe plum, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, wet, whiskey, wine, wine-lee, winey, wintergreen, wood, woody",106,"cis-3-Hexenyl hexanoate, Hexyl Hexanoate, coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, Vanillic acid, 3-Hexanone"
226,Sour Cherry,Berry,"acetic, acetone, acetophenone, acid, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, apricot, balsam, balsamic, banana, bay oil, bean, beef, bergamot, berry, bitter, bitter almond, black tea, bland, blueberry, bois de rose, brown, burnt, burnt sugar, butter, butterscotch, cabbage, camomile, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, celery, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clean, clean clothes, clove, clover, cocoa, coconut, coffee, cooked potato, cool, coriander, coumarin, cranberry, creamy, cucumber, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, feet, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorn, hawthorne, hazelnut, herb, herbaceous, herbal, honey, honeysuckle, hyacinth, intensely, jam, jasmine, laundered cloths, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, light, lilac, lily, linden, magnolia, malt, mandarin, maple, meaty, medical, medicinal, medicine, melon, menthol, mentholic, mesquite, metal, metallic, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, narcissus, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenol, phenolic, pineapple, plastic, plum, potato, powdery, prune, pungent, putrid, rancid, raspberry, red hots, resin, roasted, rose, rose dried, rose flower, rose water, rubber, rum, seaweed, sharp, shrimp, smoke, smoky, soap, soapy, solvent, soup, sour, spice, spicy, stinky, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, thyme, tobacco, tomato, tonka, tropical, tutti frutti, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, watercress, wax, waxy, weedy, whiskey, wine, wine-lee, wine_like, wintergreen, wood, woody",136,"coumarin, Methyl Benzoate, Vanillic acid, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, glycerol, cis-2-Hexen-1-ol"
